"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 31 16:48:57 BST 2022","Tue May 31 16:49:24 BST 2022","26666","","Accessibility","","Accessibility","Accessibility violations on white goods browse page","Accessibility violations on white goods browse page",""
"failed","Thu Aug 11 15:21:59 BST 2022","Thu Aug 11 15:22:20 BST 2022","21046","","Canned Search","","Canned Search","Serving the correct canned search /list/test-test-test/ after filter","Serving the correct canned search /list/test-test-test/ after filter",""
"passed","Thu Mar 31 11:53:15 BST 2022","Thu Mar 31 11:53:28 BST 2022","12833","","Sorting Functionality","","Sorting Functionality","prepush - search sorting by Price: Low - High","prepush - search sorting by Price: Low - High",""
"passed","Mon May 23 21:05:02 BST 2022","Mon May 23 21:05:09 BST 2022","7072","","Validate Filter Product Counts","","Validate Filter Product Counts","Prepush : Product count in search title","Prepush : Product count in search title",""
"passed","Wed Apr 20 09:21:02 BST 2022","Wed Apr 20 09:21:18 BST 2022","16171","","Sorting Functionality","","Sorting Functionality","prepush - search sorting by Price: Low - High","prepush - search sorting by Price: Low - High",""
"passed","Mon Apr 25 15:20:29 BST 2022","Mon Apr 25 15:20:34 BST 2022","4975","","Applied filters","","Applied filters","Bookmarked browse page should not see applied filters section","Bookmarked browse page should not see applied filters section",""
"passed","Tue Apr 26 17:56:10 BST 2022","Tue Apr 26 17:56:21 BST 2022","10517","","Category facet","","Category facet","Navigate down through the search taxonomy","Navigate down through the search taxonomy",""
"passed","Mon Jun 06 14:07:09 BST 2022","Mon Jun 06 14:07:22 BST 2022","12172","","Unsupported browser","","Unsupported browser","Customer browsing stores page with an unsupported browser","Customer browsing stores page with an unsupported browser",""
"passed","Tue Apr 26 17:01:32 BST 2022","Tue Apr 26 17:02:10 BST 2022","37819","","Citrus in search","","Citrus in search","display 3 citrus products on plain search and sort (desktop/tablet)","display 3 citrus products on plain search and sort (desktop/tablet)",""
"passed","Fri Apr 01 13:52:56 BST 2022","Fri Apr 01 13:53:26 BST 2022","29925","","Add to Trolley","","Add to Trolley","Add to trolley modal and close using the X button","Add to trolley modal and close using the X button",""
"passed","Thu Sep 22 14:08:04 BST 2022","Thu Sep 22 14:08:13 BST 2022","8690","","CMS content in list","","CMS content in list","Content in PLP list","Content in PLP list",""
"passed","Thu Aug 11 08:55:37 BST 2022","Thu Aug 11 08:55:51 BST 2022","13883","","Citrus in browse","","Citrus in browse","display 2 citrus products on plain browse and sort (mobile)","display 2 citrus products on plain browse and sort (mobile)",""
"passed","Fri Apr 08 12:37:16 BST 2022","Fri Apr 08 12:37:27 BST 2022","11061","","Canned Search","","Canned Search","Serving the correct component 404 page <expired canned search>","Serving the correct component 404 page <expired canned search>",""
"passed","Mon Jun 06 14:07:10 BST 2022","Mon Jun 06 14:07:26 BST 2022","15148","","Unsupported browser","","Unsupported browser","Customer browsing reviews page with an unsupported browser","Customer browsing reviews page with an unsupported browser",""
"passed","Wed Apr 20 09:21:33 BST 2022","Wed Apr 20 09:21:41 BST 2022","8051","","Validate Filter Product Counts","","Validate Filter Product Counts","Prepush : Product count in search title","Prepush : Product count in search title",""
"passed","Mon May 23 21:02:05 BST 2022","Mon May 23 21:02:29 BST 2022","24751","","All Categories Link","","All Categories Link","selecting all categories link displays all categories for users search","selecting all categories link displays all categories for users search",""
"passed","Wed Sep 28 17:02:43 BST 2022","Wed Sep 28 17:02:53 BST 2022","10514","","Perceived Availability","","Perceived Availability","Localised and products available to collect right away","Localised and products available to collect right away",""
"passed","Fri Apr 01 13:54:50 BST 2022","Fri Apr 01 13:55:15 BST 2022","24840","","Add to Trolley","","Add to Trolley","Add to trolley modal and close using the continue shopping button","Add to trolley modal and close using the continue shopping button",""
"passed","Mon May 23 21:02:05 BST 2022","Mon May 23 21:02:15 BST 2022","10193","","Perceived Availability","","Perceived Availability","Add your postcode link displays when not localised (prepush)","Add your postcode link displays when not localised (prepush)",""
"passed","Mon Mar 28 16:12:22 BST 2022","Mon Mar 28 16:12:40 BST 2022","18047","","Pagination on search results page","","Pagination on search results page","Paginating backwards and forwards through the results with next and previous buttons","Paginating backwards and forwards through the results with next and previous buttons",""
"passed","Wed Apr 20 09:21:52 BST 2022","Wed Apr 20 09:22:16 BST 2022","24423","","Google AdSense","","Google AdSense","AdSense requests when updating search term","AdSense requests when updating search term",""
"passed","Wed Apr 20 09:21:01 BST 2022","Wed Apr 20 09:21:16 BST 2022","14188","","Tagging - Lister Page","","Tagging - Lister Page","prepush","prepush",""
"passed","Wed Apr 20 08:56:47 BST 2022","Wed Apr 20 08:56:55 BST 2022","8286","","Feedback on search results page","","Feedback on search results page","User is happy with their searching experience so clicks the 'Yes' button in the feedback box","User is happy with their searching experience so clicks the 'Yes' button in the feedback box",""
"passed","Mon Mar 28 16:13:44 BST 2022","Mon Mar 28 16:13:55 BST 2022","10628","","Category facet exact match","","Category facet exact match","prepush","prepush",""
"passed","Fri Apr 08 11:01:49 BST 2022","Fri Apr 08 11:02:04 BST 2022","14652","","All Categories Link","","All Categories Link","selecting all categories link displays all categories for users search","selecting all categories link displays all categories for users search",""
"passed","Mon Apr 25 15:20:12 BST 2022","Mon Apr 25 15:20:16 BST 2022","4191","","Applied filters","","Applied filters","Bookmarked cat-match search page should not see applied filters section","Bookmarked cat-match search page should not see applied filters section",""
"passed","Mon Apr 25 15:20:21 BST 2022","Mon Apr 25 15:20:25 BST 2022","4188","","Applied filters","","Applied filters","Bookmarked PLP+ page should not see applied filters section","Bookmarked PLP+ page should not see applied filters section",""
"passed","Mon Aug 08 09:32:28 BST 2022","Mon Aug 08 09:32:49 BST 2022","21029","","Category facet exact match","","Category facet exact match","User enters an exact category match, then applies a filter","User enters an exact category match, then applies a filter",""
"passed","Mon Apr 25 19:35:03 BST 2022","Mon Apr 25 19:35:15 BST 2022","11874","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Ensure sorting is maintained after single select","Ensure sorting is maintained after single select",""
"passed","Mon Apr 25 17:53:26 BST 2022","Mon Apr 25 17:53:37 BST 2022","11303","","Applied filters","","Applied filters","Selected browse page filters should see in the applied filter section","Selected browse page filters should see in the applied filter section",""
"passed","Mon May 23 21:04:39 BST 2022","Mon May 23 21:04:53 BST 2022","13379","","Google AdSense","","Google AdSense","AdSense requests when coming from no results","AdSense requests when coming from no results",""
"passed","Thu Sep 22 14:12:15 BST 2022","Thu Sep 22 14:12:27 BST 2022","11658","","CMS displayed content","","CMS displayed content","Navigation from CLP content link","Navigation from CLP content link",""
"passed","Mon May 23 21:02:05 BST 2022","Mon May 23 21:02:20 BST 2022","15311","","Sorting Functionality","","Sorting Functionality","prepush - search sorting by Price: Low - High","prepush - search sorting by Price: Low - High",""
"passed","Wed Aug 10 11:53:38 BST 2022","Wed Aug 10 11:53:53 BST 2022","15936","","Citrus in browse","","Citrus in browse","display 1 citrus product filtered by price in browse (mobile)","display 1 citrus product filtered by price in browse (mobile)",""
"passed","Mon May 23 21:04:00 BST 2022","Mon May 23 21:04:24 BST 2022","23553","","Google AdSense","","Google AdSense","AdSense requests are called with correct adPage param","AdSense requests are called with correct adPage param",""
"passed","Fri Apr 08 14:39:51 BST 2022","Fri Apr 08 14:40:10 BST 2022","19102","","Add to Trolley","","Add to Trolley","Add to trolley modal and close by clicking the background overlay","Add to trolley modal and close by clicking the background overlay",""
"passed","Mon Jun 06 14:07:06 BST 2022","Mon Jun 06 14:07:20 BST 2022","13743","","Unsupported browser","","Unsupported browser","Customer browsing clearance page with an unsupported browser","Customer browsing clearance page with an unsupported browser",""
"broken","Tue May 31 16:48:17 BST 2022","Tue May 31 16:48:57 BST 2022","40277","","Accessibility","","Accessibility","Accessibility violations on clothing lister page","Accessibility violations on clothing lister page",""
"passed","Mon May 23 21:03:39 BST 2022","Mon May 23 21:03:47 BST 2022","7932","","Feedback on search results page","","Feedback on search results page","Pre-push The feedback box should be reset when the user navigates to a different search term","Pre-push The feedback box should be reset when the user navigates to a different search term",""
"passed","Mon Apr 25 19:45:08 BST 2022","Mon Apr 25 19:45:18 BST 2022","10055","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Closing error modal via the close button","Closing error modal via the close button",""
"passed","Mon Apr 25 15:20:16 BST 2022","Mon Apr 25 15:20:21 BST 2022","4644","","Applied filters","","Applied filters","Bookmarked filtered search page should see applied filters section","Bookmarked filtered search page should see applied filters section",""
"passed","Fri Apr 01 13:53:44 BST 2022","Fri Apr 01 13:54:15 BST 2022","30164","","Add to Trolley","","Add to Trolley","Add to trolley modal and close by clicking the background overlay","Add to trolley modal and close by clicking the background overlay",""
"passed","Mon May 23 21:03:39 BST 2022","Mon May 23 21:03:49 BST 2022","9921","","Bespoke white goods product card","","Bespoke white goods product card","Bespoke white goods product cards displayed on white goods browse lister","Bespoke white goods product cards displayed on white goods browse lister",""
"passed","Mon May 23 21:03:39 BST 2022","Mon May 23 21:04:00 BST 2022","20889","","Google AdSense","","Google AdSense","AdSense requests when navigating from browse PLP to search and back again","AdSense requests when navigating from browse PLP to search and back again",""
"passed","Thu Mar 31 11:53:03 BST 2022","Thu Mar 31 11:53:20 BST 2022","17024","","Google AdSense","","Google AdSense","AdSense requests when updating search term","AdSense requests when updating search term",""
"passed","Mon Mar 28 16:12:22 BST 2022","Mon Mar 28 16:12:57 BST 2022","34346","","Customer Rating filter in the filter panel","","Customer Rating filter in the filter panel","Apply Customer Rating filter updates the URL","Apply Customer Rating filter updates the URL",""
"passed","Mon Apr 25 14:10:26 BST 2022","Mon Apr 25 14:10:34 BST 2022","7737","","Add to Trolley","","Add to Trolley","Add to trolley modal and close by clicking the background overlay","Add to trolley modal and close by clicking the background overlay",""
"passed","Wed Apr 20 09:21:53 BST 2022","Wed Apr 20 09:22:17 BST 2022","24773","","All Categories Link","","All Categories Link","selecting all categories link displays all categories for users search","selecting all categories link displays all categories for users search",""
"passed","Fri Apr 08 11:01:51 BST 2022","Fri Apr 08 11:02:09 BST 2022","17686","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Perform sort after single select","Perform sort after single select",""
"broken","Wed Jan 04 16:13:12 GMT 2023","Wed Jan 04 16:13:14 GMT 2023","2031","","Add to Trolley","","Add to Trolley","Add to trolley modal and close using the X button","Add to trolley modal and close using the X button",""
"passed","Wed Aug 10 12:02:02 BST 2022","Wed Aug 10 12:02:31 BST 2022","29174","","Citrus in browse","","Citrus in browse","display 1 citrus product filtered by price in browse (mobile)","display 1 citrus product filtered by price in browse (mobile)",""
"passed","Mon Apr 25 19:37:35 BST 2022","Mon Apr 25 19:38:02 BST 2022","26876","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Clear filters per facet - multi-select","Clear filters per facet - multi-select",""
"passed","Thu Mar 31 11:52:44 BST 2022","Thu Mar 31 11:52:51 BST 2022","6744","","Feedback on search results page","","Feedback on search results page","Pre-push The feedback box should be reset when the user navigates to a different search term","Pre-push The feedback box should be reset when the user navigates to a different search term",""
"passed","Thu Mar 31 11:52:43 BST 2022","Thu Mar 31 11:52:48 BST 2022","4916","","Dyson stub server","","Dyson stub server","Access the dyson stub server","Access the dyson stub server",""
"passed","Wed Apr 20 09:21:01 BST 2022","Wed Apr 20 09:21:23 BST 2022","21600","","Citrus in search","","Citrus in search","prepush: display 3 citrus products on plain search and sort (desktop/tablet)","prepush: display 3 citrus products on plain search and sort (desktop/tablet)",""
"passed","Thu Apr 07 11:01:59 BST 2022","Thu Apr 07 11:02:07 BST 2022","7740","","Perceived Availability","","Perceived Availability","Localise tooltip prompt displays on browse page","Localise tooltip prompt displays on browse page",""
"passed","Mon Apr 25 19:37:07 BST 2022","Mon Apr 25 19:37:35 BST 2022","27857","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Multi-select and pagination habitat","Multi-select and pagination habitat",""
"passed","Thu Mar 31 11:52:57 BST 2022","Thu Mar 31 11:53:09 BST 2022","12162","","Tagging - Lister Page","","Tagging - Lister Page","prepush","prepush",""
"failed","Mon Apr 25 19:45:45 BST 2022","Mon Apr 25 19:45:50 BST 2022","5732","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Close filter panel by clicking on background overlay","Close filter panel by clicking on background overlay",""
"passed","Thu Mar 31 11:53:20 BST 2022","Thu Mar 31 11:53:27 BST 2022","6729","","Category facet exact match","","Category facet exact match","prepush","prepush",""
"passed","Thu Mar 31 11:52:40 BST 2022","Thu Mar 31 11:53:03 BST 2022","22844","","Google AdSense","","Google AdSense","AdSense requests are called with correct adPage param","AdSense requests are called with correct adPage param",""
"passed","Mon May 23 21:02:29 BST 2022","Mon May 23 21:02:40 BST 2022","10767","","Perceived Availability","","Perceived Availability","Localised and product is OOS for collection and delivery (prepush)","Localised and product is OOS for collection and delivery (prepush)",""
"passed","Mon Mar 28 16:14:02 BST 2022","Mon Mar 28 16:14:08 BST 2022","6009","","Dyson stub server","","Dyson stub server","Access the dyson stub server","Access the dyson stub server",""
"passed","Thu Apr 07 11:33:07 BST 2022","Thu Apr 07 11:33:18 BST 2022","11392","","Perceived Availability","","Perceived Availability","Close localise tooltip prompt on browse page","Close localise tooltip prompt on browse page",""
"passed","Mon May 23 21:01:20 BST 2022","Mon May 23 21:01:32 BST 2022","11337","","Bespoke white goods product card","","Bespoke white goods product card","Bespoke white goods product cards displayed on white goods browse lister","Bespoke white goods product cards displayed on white goods browse lister",""
"broken","Mon May 16 17:46:24 BST 2022","Mon May 16 17:46:52 BST 2022","27779","","Product Card Variations","","Product Card Variations","Correct product card links for size searched variants medium suitcase","Correct product card links for size searched variants medium suitcase",""
"passed","Thu Apr 07 11:22:13 BST 2022","Thu Apr 07 11:22:26 BST 2022","13197","","Perceived Availability","","Perceived Availability","Close localise tooltip prompt on browse page","Close localise tooltip prompt on browse page",""
"passed","Thu Apr 07 11:35:16 BST 2022","Thu Apr 07 11:35:23 BST 2022","6778","","Perceived Availability","","Perceived Availability","Add your postcode link displays when not localised using search","Add your postcode link displays when not localised using search",""
"passed","Fri Apr 08 11:01:33 BST 2022","Fri Apr 08 11:01:41 BST 2022","8066","","Feedback on search results page","","Feedback on search results page","Pre-push The feedback box should be reset when the user navigates to a different search term","Pre-push The feedback box should be reset when the user navigates to a different search term",""
"passed","Fri Apr 08 11:01:48 BST 2022","Fri Apr 08 11:02:00 BST 2022","11428","","Sorting Functionality","","Sorting Functionality","prepush - search sorting by Price: Low - High","prepush - search sorting by Price: Low - High",""
"passed","Mon May 16 16:31:44 BST 2022","Mon May 16 16:31:55 BST 2022","11244","","Product Card Variations","","Product Card Variations","Correct product card links for size searched variants small suitcase","Correct product card links for size searched variants small suitcase",""
"passed","Fri Apr 08 10:25:42 BST 2022","Fri Apr 08 10:25:56 BST 2022","14408","","Citrus in search","","Citrus in search","display 1 citrus product on plain search (mobile)","display 1 citrus product on plain search (mobile)",""
"passed","Mon Jun 06 14:07:06 BST 2022","Mon Jun 06 14:07:18 BST 2022","11919","","Unsupported browser","","Unsupported browser","Customer browsing search page with an unsupported browser","Customer browsing search page with an unsupported browser",""
"broken","Mon May 23 18:19:08 BST 2022","Mon May 23 18:19:22 BST 2022","14005","","Reset All Button in the filter model","","Reset All Button in the filter model","Apply Reset All after filters","Apply Reset All after filters",""
"passed","Fri Apr 01 13:53:08 BST 2022","Fri Apr 01 13:53:39 BST 2022","30436","","Add to Trolley","","Add to Trolley","Add to trolley modal and close using the X button","Add to trolley modal and close using the X button",""
"passed","Fri Apr 08 11:02:10 BST 2022","Fri Apr 08 11:02:24 BST 2022","14591","","Google AdSense","","Google AdSense","AdSense requests when going to no results","AdSense requests when going to no results",""
"passed","Mon Apr 25 17:54:15 BST 2022","Mon Apr 25 17:54:32 BST 2022","17804","","Applied filters","","Applied filters","Selected search page filters should see in the applied filter section","Selected search page filters should see in the applied filter section",""
"passed","Mon Mar 28 16:13:45 BST 2022","Mon Mar 28 16:13:55 BST 2022","10205","","Perceived Availability","","Perceived Availability","Add your postcode link displays when not localised (prepush)","Add your postcode link displays when not localised (prepush)",""
"passed","Mon May 23 21:02:25 BST 2022","Mon May 23 21:02:30 BST 2022","4764","","Dyson stub server","","Dyson stub server","Access the dyson stub server","Access the dyson stub server",""
"passed","Wed Sep 21 10:07:53 BST 2022","Wed Sep 21 10:08:48 BST 2022","55641","","CMS content in list","","CMS content in list","Content in PLP list","Content in PLP list",""
"failed","Thu Apr 07 10:58:04 BST 2022","Thu Apr 07 10:58:14 BST 2022","9796","","Perceived Availability","","Perceived Availability","Localise tooltip prompt browse","Localise tooltip prompt browse",""
"passed","Mon Mar 28 16:13:18 BST 2022","Mon Mar 28 16:13:31 BST 2022","12679","","Tagging - Lister Page","","Tagging - Lister Page","prepush","prepush",""
"passed","Fri Apr 01 13:51:59 BST 2022","Fri Apr 01 13:52:37 BST 2022","38163","","Add to Trolley","","Add to Trolley","Add to trolley modal and close using the continue shopping button","Add to trolley modal and close using the continue shopping button",""
"passed","Mon May 23 21:03:39 BST 2022","Mon May 23 21:04:01 BST 2022","21760","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Perform sort after single select","Perform sort after single select",""
"passed","Tue May 17 07:25:04 BST 2022","Tue May 17 07:25:17 BST 2022","13444","","Product Card Variations","","Product Card Variations","Correct product card links for size searched variants small suitcase","Correct product card links for size searched variants small suitcase",""
"passed","Mon Apr 25 15:20:25 BST 2022","Mon Apr 25 15:20:29 BST 2022","4158","","Applied filters","","Applied filters","Bookmarked filtered browse page should see applied filters section","Bookmarked filtered browse page should see applied filters section",""
"passed","Tue Apr 26 14:00:00 BST 2022","Tue Apr 26 14:00:07 BST 2022","6732","","Canned Search","","Canned Search","Serving 1 citrus ads canned search /list/test-test-test/ (desktop/tablet)","Serving 1 citrus ads canned search /list/test-test-test/ (desktop/tablet)",""
"passed","Thu Mar 31 11:53:08 BST 2022","Thu Mar 31 11:53:27 BST 2022","18582","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Perform sort after single select","Perform sort after single select",""
"passed","Fri Apr 08 11:01:20 BST 2022","Fri Apr 08 11:01:28 BST 2022","8664","","Perceived Availability","","Perceived Availability","Add your postcode link displays when not localised (prepush)","Add your postcode link displays when not localised (prepush)",""
"passed","Mon May 23 21:02:40 BST 2022","Mon May 23 21:02:45 BST 2022","5557","","Back to search results page from search directory page","","Back to search results page from search directory page","Navigating directly to the /sd route","Navigating directly to the /sd route",""
"passed","Tue Apr 26 13:43:37 BST 2022","Tue Apr 26 13:43:41 BST 2022","4037","","Browse categories","","Browse categories","Legacy apache static redirect to new browse page","Legacy apache static redirect to new browse page",""
"passed","Fri Apr 08 11:00:54 BST 2022","Fri Apr 08 11:01:10 BST 2022","16325","","Citrus in search","","Citrus in search","prepush: display 3 citrus products on plain search and sort (desktop/tablet)","prepush: display 3 citrus products on plain search and sort (desktop/tablet)",""
"passed","Mon Apr 25 19:35:32 BST 2022","Mon Apr 25 19:35:59 BST 2022","26715","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Perform sort after multi-select PRICE> and BRANDS","Perform sort after multi-select PRICE> and BRANDS",""
"passed","Wed Apr 20 09:22:33 BST 2022","Wed Apr 20 09:22:49 BST 2022","16088","","Google AdSense","","Google AdSense","AdSense requests when going to no results","AdSense requests when going to no results",""
"passed","Wed Apr 20 09:21:26 BST 2022","Wed Apr 20 09:21:52 BST 2022","26206","","Google AdSense","","Google AdSense","AdSense requests are called with correct adPage param","AdSense requests are called with correct adPage param",""
"passed","Tue Apr 26 16:30:59 BST 2022","Tue Apr 26 16:31:09 BST 2022","10010","","Clearance badges","","Clearance badges","Search lister page displaying clearance badges","Search lister page displaying clearance badges",""
"passed","Mon Apr 25 19:43:51 BST 2022","Mon Apr 25 19:44:00 BST 2022","9917","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Closing error modal via the 'x' button","Closing error modal via the 'x' button",""
"passed","Tue Apr 26 09:50:29 BST 2022","Tue Apr 26 09:50:37 BST 2022","8396","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Close filter panel by clicking on background overlay","Close filter panel by clicking on background overlay",""
"broken","Thu Apr 07 11:25:30 BST 2022","Thu Apr 07 11:27:09 BST 2022","98705","","Perceived Availability","","Perceived Availability","Close localise tooltip prompt on search page","Close localise tooltip prompt on search page",""
"passed","Fri Apr 01 13:53:36 BST 2022","Fri Apr 01 13:54:03 BST 2022","26782","","Add to Trolley","","Add to Trolley","Add to trolley modal and close by clicking the background overlay","Add to trolley modal and close by clicking the background overlay",""
"passed","Mon Mar 28 13:54:43 BST 2022","Mon Mar 28 13:55:00 BST 2022","16146","","Citrus","","Citrus","prepush: citrus products on plain search and sort (desktop/tablet)","prepush: citrus products on plain search and sort (desktop/tablet)",""
"passed","Wed Aug 10 15:08:42 BST 2022","Wed Aug 10 15:08:51 BST 2022","8869","","Add to Trolley","","Add to Trolley","Add to trolley modal and close using the X button","Add to trolley modal and close using the X button",""
"passed","Mon Apr 25 19:34:21 BST 2022","Mon Apr 25 19:34:34 BST 2022","12506","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Selecting single value in a filter","Selecting single value in a filter",""
"passed","Fri Apr 08 11:01:48 BST 2022","Fri Apr 08 11:02:00 BST 2022","11418","","Perceived Availability","","Perceived Availability","Localised and product is OOS for collection and delivery (prepush)","Localised and product is OOS for collection and delivery (prepush)",""
"passed","Mon Apr 25 19:38:02 BST 2022","Mon Apr 25 19:38:12 BST 2022","9590","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Filter panel persists after filtering search page","Filter panel persists after filtering search page",""
"passed","Mon Apr 25 19:38:30 BST 2022","Mon Apr 25 19:38:39 BST 2022","8907","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Filter panel persists after filtering clearance page","Filter panel persists after filtering clearance page",""
"passed","Mon Apr 25 17:56:52 BST 2022","Mon Apr 25 17:56:58 BST 2022","6378","","Applied filters","","Applied filters","Clear all should remove applied filters section","Clear all should remove applied filters section",""
"passed","Thu Mar 31 11:53:33 BST 2022","Thu Mar 31 11:53:48 BST 2022","15221","","Google AdSense","","Google AdSense","AdSense requests when going to no results","AdSense requests when going to no results",""
"passed","Mon Apr 25 19:36:35 BST 2022","Mon Apr 25 19:37:07 BST 2022","32653","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Multi-select and pagination Argos","Multi-select and pagination Argos",""
"passed","Mon Mar 28 16:13:32 BST 2022","Mon Mar 28 16:13:52 BST 2022","19753","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Perform sort after single select","Perform sort after single select",""
"passed","Mon Mar 28 16:12:51 BST 2022","Mon Mar 28 16:13:01 BST 2022","9960","","Back to search results page from search directory page","","Back to search results page from search directory page","Navigating directly to the /sd route","Navigating directly to the /sd route",""
"passed","Mon Aug 08 09:35:45 BST 2022","Mon Aug 08 09:36:35 BST 2022","49986","","Category facet exact match","","Category facet exact match","User enters an exact category match, then applies a filter","User enters an exact category match, then applies a filter",""
"passed","Mon Apr 25 19:38:21 BST 2022","Mon Apr 25 19:38:30 BST 2022","9036","","Aggregations & Filters Functionality","","Aggregations & Filters Functionality","Filter panel persists after filtering PLP+ page","Filter panel persists after filtering PLP+ page",""
"passed","Mon May 23 21:05:08 BST 2022","Mon May 23 21:05:14 BST 2022","5762","","Back to search results page from search directory page","","Back to search results page from search directory page","Navigating directly to the /sd route","Navigating directly to the /sd route",""
