"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 08 10:01:20 GMT 2022","Fri Apr 08 10:01:28 GMT 2022","8664","","Perceived Availability","","Perceived Availability","Add your postcode link displays when not localised (prepush)","Add your postcode link displays when not localised (prepush)",""
"passed","Fri Apr 08 10:01:26 GMT 2022","Fri Apr 08 10:01:38 GMT 2022","12224","","Pagination on search results page","","Pagination on search results page","Paginating backwards and forwards through the results with next and previous buttons","Paginating backwards and forwards through the results with next and previous buttons",""
"passed","Mon Apr 25 14:20:16 GMT 2022","Mon Apr 25 14:20:21 GMT 2022","4644","","Applied filters","","Applied filters","Bookmarked filtered search page should see applied filters section","Bookmarked filtered search page should see applied filters section",""
"passed","Thu Mar 31 10:53:01 GMT 2022","Thu Mar 31 10:53:19 GMT 2022","18602","","Citrus","","Citrus","prepush: citrus products on plain search and sort (desktop/tablet)","prepush: citrus products on plain search and sort (desktop/tablet)",""
"passed","Mon Jun 06 13:07:05 GMT 2022","Mon Jun 06 13:07:17 GMT 2022","12348","","Unsupported browser","","Unsupported browser","Customer browsing basket page with an unsupported browser","Customer browsing basket page with an unsupported browser",""
"passed","Mon May 23 20:01:20 GMT 2022","Mon May 23 20:01:32 GMT 2022","11337","","Bespoke white goods product card","","Bespoke white goods product card","Bespoke white goods product cards displayed on white goods browse lister","Bespoke white goods product cards displayed on white goods browse lister",""
"passed","Fri Oct 21 10:14:18 GMT 2022","Fri Oct 21 10:14:18 GMT 2022","500","","API proxies","","API proxies","Events page CMS API proxy","Events page CMS API proxy",""
"passed","Wed Apr 20 08:21:26 GMT 2022","Wed Apr 20 08:21:52 GMT 2022","26206","","Google AdSense","","Google AdSense","AdSense requests are called with correct adPage param","AdSense requests are called with correct adPage param",""
"passed","Tue Apr 26 16:19:38 GMT 2022","Tue Apr 26 16:19:52 GMT 2022","14557","","Sorting Functionality","","Sorting Functionality","Filter maintained after Sorting Price: High - Low","Filter maintained after Sorting Price: High - Low",""
"passed","Mon May 23 20:01:20 GMT 2022","Mon May 23 20:01:30 GMT 2022","10334","","Feedback on search results page","","Feedback on search results page","Pre-push The feedback box should be reset when the user navigates to a different search term","Pre-push The feedback box should be reset when the user navigates to a different search term",""
"passed","Thu Mar 31 10:52:20 GMT 2022","Thu Mar 31 10:52:33 GMT 2022","13032","","Pagination on search results page","","Pagination on search results page","Paginating backwards and forwards through the results with next and previous buttons","Paginating backwards and forwards through the results with next and previous buttons",""
"passed","Fri Apr 01 12:53:08 GMT 2022","Fri Apr 01 12:53:39 GMT 2022","30436","","Add to Trolley","","Add to Trolley","Add to trolley modal and close using the X button","Add to trolley modal and close using the X button",""
"passed","Mon May 23 20:02:05 GMT 2022","Mon May 23 20:02:20 GMT 2022","15311","","Sorting Functionality","","Sorting Functionality","prepush - search sorting by Price: Low - High","prepush - search sorting by Price: Low - High",""
"passed","Mon Jun 06 13:07:06 GMT 2022","Mon Jun 06 13:07:18 GMT 2022","11919","","Unsupported browser","","Unsupported browser","Customer browsing search page with an unsupported browser","Customer browsing search page with an unsupported browser",""
"passed","Mon Mar 28 15:13:40 GMT 2022","Mon Mar 28 15:13:56 GMT 2022","15497","","Google AdSense","","Google AdSense","AdSense requests when coming from no results","AdSense requests when coming from no results",""
